Job Title,Company Name,City,Province Code
Data Analyst,Hifyre,Hamilton,ON
Bioinformatics Data Scientist,Galenvs Sciences Inc.,Montréal,QC
"Sr. Data Scientist, Machine Learning",Deke Digital,Collingwood,ON
Data Analyst,Postmedia Network Inc.,Toronto,ON
Head of Data Analytics,VersaPay,Toronto,ON
Digital Data Analyst,LeapUX inc.,Ottawa,ON
Post doc in signal processing and machine learning,Universite de Sherbrooke,Sherbrooke,QC
Machine Learning Engineer,Granify,Edmonton,AB
Machine Learning Team Lead,AltaML Inc./Janalta Interactive Inc.,Calgary,AB
"Technical Product Owner, Artificial Intelligence",Finn.ai,Vancouver,BC
Principal AI Architect,Birdseye,Toronto,ON
Data Analyst (Paid Search),Saatchi & Saatchi,Toronto,ON
"Specialist, Web Analytics",SSENSE,Montréal,QC
Senior Financial and Data Analyst,OnPharm-United,Mississauga,ON
"Development Manager, Reporting and Analytics",Ceridian,Markham,ON
Data Analyst,Hifyre,Hamilton,ON
Bioinformatics Data Scientist,Galenvs Sciences Inc.,Montréal,QC
"Sr. Data Scientist, Machine Learning",Deke Digital,Collingwood,ON
Data Analyst,Postmedia Network Inc.,Toronto,ON
Head of Data Analytics,VersaPay,Toronto,ON
Digital Data Analyst,LeapUX inc.,Ottawa,ON
Post doc in signal processing and machine learning,Universite de Sherbrooke,Sherbrooke,QC
Machine Learning Engineer,Granify,Edmonton,AB
Machine Learning Team Lead,AltaML Inc./Janalta Interactive Inc.,Calgary,AB
"Technical Product Owner, Artificial Intelligence",Finn.ai,Vancouver,BC
Principal AI Architect,Birdseye,Toronto,ON
Data Analyst (Paid Search),Saatchi & Saatchi,Toronto,ON
"Specialist, Web Analytics",SSENSE,Montréal,QC
Senior Financial and Data Analyst,OnPharm-United,Mississauga,ON
"Development Manager, Reporting and Analytics",Ceridian,Markham,ON
Bioinformatics Data Scientist,Galenvs Sciences Inc.,Montréal,QC
"Technical Product Owner, Artificial Intelligence",Finn.ai,Vancouver,BC
"Sr. Data Scientist, Machine Learning",Deke Digital,Collingwood,ON
Data Analyst,Hifyre,Hamilton,ON
Data Science Machine Learning PAID STUDENT INTERNSHIP,Qode Social Media Marketing,Toronto,ON
Data Analyst,Postmedia Network Inc.,Toronto,ON
Digital Data Analyst,LeapUX inc.,Ottawa,ON
Machine Learning Engineer,Granify,Edmonton,AB
Machine Learning Team Lead,AltaML Inc./Janalta Interactive Inc.,Calgary,AB
"Development Manager, Reporting and Analytics",Ceridian,Markham,ON
Principal AI Architect,Birdseye,Toronto,ON
"Specialist, Web Analytics",SSENSE,Montréal,QC
Post doc in signal processing and machine learning,Universite de Sherbrooke,Sherbrooke,QC
Data Analyst (Paid Search),Saatchi & Saatchi,Toronto,ON
Senior Financial and Data Analyst,OnPharm-United,Mississauga,ON
Data Analyst,Hifyre,Hamilton,ON
Data Scientist,Larus Technologies,Ottawa,ON
Data Analyst,Postmedia Network Inc.,Toronto,ON
Data Science Machine Learning PAID STUDENT INTERNSHIP,Qode Social Media Marketing,Toronto,ON
Digital Data Analyst,LeapUX inc.,Ottawa,ON
"Technical Product Owner, Artificial Intelligence",Finn.ai,Vancouver,BC
"Software Engineer, Machine Learning Graphic Compiler [Canada...",Tenstorrent,Toronto,ON
"Development Manager, Reporting and Analytics",Ceridian,Markham,ON
"Specialist, Web Analytics",SSENSE,Montréal,QC
Machine Learning Engineer,Granify,Edmonton,AB
Principal AI Architect,Birdseye,Toronto,ON
Post doc in signal processing and machine learning,Universite de Sherbrooke,Sherbrooke,QC
Data Analyst (Paid Search),Saatchi & Saatchi,Toronto,ON
Machine Learning Team Lead,AltaML Inc./Janalta Interactive Inc.,Calgary,AB
Senior Financial and Data Analyst,OnPharm-United,Mississauga,ON
Data Analyst,Hifyre,Hamilton,ON
"Sr. Data Scientist, Machine Learning",Deke Digital,Collingwood,ON
"Software Engineer, Machine Learning Graphic Compiler [Canada...",Tenstorrent,Toronto,ON
"Technical Product Owner, Artificial Intelligence",Finn.ai,Vancouver,BC
Data Analyst,Postmedia Network Inc.,Toronto,ON
Data Science Machine Learning PAID STUDENT INTERNSHIP,Qode Social Media Marketing,Toronto,ON
Digital Data Analyst,LeapUX inc.,Ottawa,ON
Post doc in signal processing and machine learning,Universite de Sherbrooke,Sherbrooke,QC
Machine Learning Engineer,Granify,Edmonton,AB
Principal AI Architect,Birdseye,Toronto,ON
"Specialist, Web Analytics",SSENSE,Montréal,QC
Machine Learning Team Lead,AltaML Inc./Janalta Interactive Inc.,Calgary,AB
"Development Manager, Reporting and Analytics",Ceridian,Markham,ON
Senior Financial and Data Analyst,OnPharm-United,Mississauga,ON
Data Analyst (Paid Search),Saatchi & Saatchi,Toronto,ON
Data Analyst,Postmedia Network Inc.,Toronto,ON
"Sr. Data Scientist, Machine Learning",Deke Digital,Collingwood,ON
Digital Data Analyst,LeapUX inc.,Ottawa,ON
Data Science Machine Learning PAID STUDENT INTERNSHIP,Qode Social Media Marketing,Toronto,ON
Data Scientist,Larus Technologies,Ottawa,ON
"Software Engineer, Machine Learning Graphic Compiler [Canada...",Tenstorrent,Toronto,ON
"Technical Product Owner, Artificial Intelligence",Finn.ai,Vancouver,BC
"Specialist, Web Analytics",SSENSE,Montréal,QC
Post doc in signal processing and machine learning,Universite de Sherbrooke,Sherbrooke,QC
Machine Learning Engineer,Granify,Edmonton,AB
Data Analyst (Paid Search),Saatchi & Saatchi,Toronto,ON
Senior Financial and Data Analyst,OnPharm-United,Mississauga,ON
Machine Learning Team Lead,AltaML Inc./Janalta Interactive Inc.,Calgary,AB
Principal AI Architect,Birdseye,Toronto,ON
"Development Manager, Reporting and Analytics",Ceridian,Markham,ON
Data Analyst,Postmedia Network Inc.,Toronto,ON
Bioinformatics Data Scientist,Galenvs Sciences Inc.,Montréal,QC
Data Science Machine Learning PAID STUDENT INTERNSHIP,Qode Social Media Marketing,Toronto,ON
"Sr. Data Scientist, Machine Learning",Deke Digital,Collingwood,ON
"Software Engineer, Machine Learning Graphic Compiler [Canada...",Tenstorrent,Toronto,ON
Data Scientist,Larus Technologies,Ottawa,ON
"Specialist, Web Analytics",SSENSE,Montréal,QC
"Technical Product Owner, Artificial Intelligence",Finn.ai,Vancouver,BC
Post doc in signal processing and machine learning,Universite de Sherbrooke,Sherbrooke,QC
Senior Financial and Data Analyst,OnPharm-United,Mississauga,ON
Data Analyst (Paid Search),Saatchi & Saatchi,Toronto,ON
Machine Learning Team Lead,AltaML Inc./Janalta Interactive Inc.,Calgary,AB
Machine Learning Engineer,Granify,Edmonton,AB
"Development Manager, Reporting and Analytics",Ceridian,Markham,ON
Principal AI Architect,Birdseye,Toronto,ON
Lead Machine Learning Engineer,Patriot One Technologies,Toronto,ON
Digital Data Analyst,LeapUX inc.,Ottawa,ON
"Sr. Data Scientist, Machine Learning",Deke Digital,Collingwood,ON
Head of Data Analytics,VersaPay,Toronto,ON
Data Scientist,Larus Technologies,Ottawa,ON
"Software Engineer, Machine Learning Graphic Compiler [Canada...",Tenstorrent,Toronto,ON
"Specialist, Web Analytics",SSENSE,Montréal,QC
"Technical Product Owner, Artificial Intelligence",Finn.ai,Vancouver,BC
Post doc in signal processing and machine learning,Universite de Sherbrooke,Sherbrooke,QC
Data Analyst (Paid Search),Saatchi & Saatchi,Toronto,ON
Machine Learning Engineer,Granify,Edmonton,AB
"Development Manager, Reporting and Analytics",Ceridian,Markham,ON
Machine Learning Team Lead,AltaML Inc./Janalta Interactive Inc.,Calgary,AB
Senior Financial and Data Analyst,OnPharm-United,Mississauga,ON
Principal AI Architect,Birdseye,Toronto,ON
Machine Learning Engineer,Boast.AI,Montréal,QC
Lead Machine Learning Engineer,Patriot One Technologies,Toronto,ON
"Software Engineer, Machine Learning Graphic Compiler [Canada...",Tenstorrent,Toronto,ON
Data Analyst,Postmedia Network Inc.,Toronto,ON
"Sr. Data Scientist, Machine Learning",Deke Digital,Collingwood,ON
"Specialist, Web Analytics",SSENSE,Montréal,QC
Head of Data Analytics,VersaPay,Toronto,ON
Post doc in signal processing and machine learning,Universite de Sherbrooke,Sherbrooke,QC
Machine Learning Engineer,Granify,Edmonton,AB
Data Analyst (Paid Search),Saatchi & Saatchi,Toronto,ON
"Technical Product Owner, Artificial Intelligence",Finn.ai,Vancouver,BC
Machine Learning Team Lead,AltaML Inc./Janalta Interactive Inc.,Calgary,AB
"Development Manager, Reporting and Analytics",Ceridian,Markham,ON
Principal AI Architect,Birdseye,Toronto,ON
Senior Financial and Data Analyst,OnPharm-United,Mississauga,ON
Data Analyst,Hifyre,Hamilton,ON
Data Science Machine Learning PAID STUDENT INTERNSHIP,Qode Social Media Marketing,Toronto,ON
Data Scientist,Larus Technologies,Ottawa,ON
"Sr. Data Scientist, Machine Learning",Deke Digital,Collingwood,ON
"Specialist, Web Analytics",SSENSE,Montréal,QC
Digital Data Analyst,LeapUX inc.,Ottawa,ON
Data Analyst,Postmedia Network Inc.,Toronto,ON
Machine Learning Engineer,Granify,Edmonton,AB
Post doc in signal processing and machine learning,Universite de Sherbrooke,Sherbrooke,QC
"Development Manager, Reporting and Analytics",Ceridian,Markham,ON
Principal AI Architect,Birdseye,Toronto,ON
"Technical Product Owner, Artificial Intelligence",Finn.ai,Vancouver,BC
Machine Learning Team Lead,AltaML Inc./Janalta Interactive Inc.,Calgary,AB
Data Analyst (Paid Search),Saatchi & Saatchi,Toronto,ON
Senior Financial and Data Analyst,OnPharm-United,Mississauga,ON
"Software Engineer, Machine Learning Graphic Compiler [Canada...",Tenstorrent,Toronto,ON
Head of Data Analytics,VersaPay,Toronto,ON
Data Science Machine Learning PAID STUDENT INTERNSHIP,Qode Social Media Marketing,Toronto,ON
Data Analyst,Postmedia Network Inc.,Toronto,ON
"Sr. Data Scientist, Machine Learning",Deke Digital,Collingwood,ON
"Specialist, Web Analytics",SSENSE,Montréal,QC
Digital Data Analyst,LeapUX inc.,Ottawa,ON
Machine Learning Engineer,Granify,Edmonton,AB
Principal AI Architect,Birdseye,Toronto,ON
Post doc in signal processing and machine learning,Universite de Sherbrooke,Sherbrooke,QC
"Development Manager, Reporting and Analytics",Ceridian,Toronto,ON
Data Analyst (Paid Search),Saatchi & Saatchi,Toronto,ON
Senior Financial and Data Analyst,OnPharm-United,Mississauga,ON
Machine Learning Team Lead,AltaML Inc./Janalta Interactive Inc.,Calgary,AB
"Technical Product Owner, Artificial Intelligence",Finn.ai,Vancouver,BC
Bioinformatics Data Scientist,Galenvs Sciences Inc.,Montréal,QC
Data Science Machine Learning PAID STUDENT INTERNSHIP,Qode Social Media Marketing,Toronto,ON
Data Scientist,Larus Technologies,Ottawa,ON
"Software Engineer, Machine Learning Graphic Compiler [Canada...",Tenstorrent,Toronto,ON
Data Analyst,Postmedia Network Inc.,Toronto,ON
"Specialist, Web Analytics",SSENSE,Montréal,QC
Digital Data Analyst,LeapUX inc.,Ottawa,ON
Principal AI Architect,Birdseye,Toronto,ON
Machine Learning Engineer,Granify,Edmonton,AB
Post doc in signal processing and machine learning,Universite de Sherbrooke,Sherbrooke,QC
Senior Financial and Data Analyst,OnPharm-United,Mississauga,ON
"Development Manager, Reporting and Analytics",Ceridian,Toronto,ON
Machine Learning Team Lead,AltaML Inc./Janalta Interactive Inc.,Calgary,AB
Data Analyst (Paid Search),Saatchi & Saatchi,Toronto,ON
"Technical Product Owner, Artificial Intelligence",Finn.ai,Vancouver,BC
Data Scientist,Larus Technologies,Ottawa,ON
Head of Data Analytics,VersaPay,Toronto,ON
"Software Engineer, Machine Learning Graphic Compiler [Canada...",Tenstorrent,Toronto,ON
"Sr. Data Scientist, Machine Learning",Deke Digital,Collingwood,ON
Data Analyst,Postmedia Network Inc.,Toronto,ON
"Specialist, Web Analytics",SSENSE,Montréal,QC
Digital Data Analyst,LeapUX inc.,Ottawa,ON
Machine Learning Engineer,Granify,Edmonton,AB
Post doc in signal processing and machine learning,Universite de Sherbrooke,Sherbrooke,QC
Principal AI Architect,Birdseye,Toronto,ON
Data Analyst (Paid Search),Saatchi & Saatchi,Toronto,ON
Senior Financial and Data Analyst,OnPharm-United,Mississauga,ON
"Development Manager, Reporting and Analytics",Ceridian,Markham,ON
Machine Learning Team Lead,AltaML Inc./Janalta Interactive Inc.,Calgary,AB
"Technical Product Owner, Artificial Intelligence",Finn.ai,Vancouver,BC
Lead Machine Learning Engineer,Patriot One Technologies,Toronto,ON
Digital Data Analyst,LeapUX inc.,Ottawa,ON
"Sr. Data Scientist, Machine Learning",Deke Digital,Collingwood,ON
"Software Engineer, Machine Learning Graphic Compiler [Canada...",Tenstorrent,Toronto,ON
Machine Learning Engineer,Niricson Software Inc.,Victoria,BC
"Specialist, Web Analytics",SSENSE,Montréal,QC
Data Scientist,Larus Technologies,Ottawa,ON
"Technical Product Owner, Artificial Intelligence",Finn.ai,Vancouver,BC
Data Analyst (Paid Search),Saatchi & Saatchi,Toronto,ON
Post doc in signal processing and machine learning,Universite de Sherbrooke,Sherbrooke,QC
Machine Learning Engineer,Granify,Edmonton,AB
Principal AI Architect,Birdseye,Toronto,ON
Senior Financial and Data Analyst,OnPharm-United,Mississauga,ON
"Development Manager, Reporting and Analytics",Ceridian,Mississauga,ON
Machine Learning Team Lead,AltaML Inc./Janalta Interactive Inc.,Calgary,AB
"Software Engineer, Machine Learning Graphic Compiler [Canada...",Tenstorrent,Toronto,ON
Data Analyst,Hifyre,Hamilton,ON
"Technical Product Owner, Artificial Intelligence",Finn.ai,Vancouver,BC
"Specialist, Web Analytics",SSENSE,Montréal,QC
"Development Manager, Reporting and Analytics",Ceridian,Markham,ON
Data Science Machine Learning PAID STUDENT INTERNSHIP,Qode Social Media Marketing,Toronto,ON
Data Scientist,Larus Technologies,Ottawa,ON
Data Analyst,Postmedia Network Inc.,Toronto,ON
Digital Data Analyst,LeapUX inc.,Ottawa,ON
Principal AI Architect,Birdseye,Toronto,ON
Machine Learning Engineer,Granify,Edmonton,AB
Machine Learning Team Lead,AltaML Inc./Janalta Interactive Inc.,Calgary,AB
Post doc in signal processing and machine learning,Universite de Sherbrooke,Sherbrooke,QC
Senior Financial and Data Analyst,OnPharm-United,Mississauga,ON
Data Analyst (Paid Search),Saatchi & Saatchi,Toronto,ON
"Technical Product Owner, Artificial Intelligence",Finn.ai,Vancouver,BC
Data Analyst,Hifyre,Hamilton,ON
"Software Engineer, Machine Learning Graphic Compiler [Canada...",Tenstorrent,Toronto,ON
"Specialist, Web Analytics",SSENSE,Montréal,QC
Data Science Machine Learning PAID STUDENT INTERNSHIP,Qode Social Media Marketing,Toronto,ON
Data Scientist,Larus Technologies,Ottawa,ON
"Development Manager, Reporting and Analytics",Ceridian,Markham,ON
Data Analyst,Postmedia Network Inc.,Toronto,ON
Digital Data Analyst,LeapUX inc.,Ottawa,ON
Principal AI Architect,Birdseye,Toronto,ON
Machine Learning Engineer,Granify,Edmonton,AB
Post doc in signal processing and machine learning,Universite de Sherbrooke,Sherbrooke,QC
Machine Learning Team Lead,AltaML Inc./Janalta Interactive Inc.,Calgary,AB
Senior Financial and Data Analyst,OnPharm-United,Mississauga,ON
Data Analyst (Paid Search),Saatchi & Saatchi,Toronto,ON
Data Analyst,Hifyre,Hamilton,ON
Digital Data Analyst,LeapUX inc.,Ottawa,ON
Data Analyst,Postmedia Network Inc.,Toronto,ON
Data Science Machine Learning PAID STUDENT INTERNSHIP,Qode Social Media Marketing,Toronto,ON
"Sr. Data Scientist, Machine Learning",Deke Digital,Collingwood,ON
"Software Engineer, Machine Learning Graphic Compiler [Canada...",Tenstorrent,Toronto,ON
Data Scientist,Larus Technologies,Ottawa,ON
"Specialist, Web Analytics",SSENSE,Montréal,QC
Post doc in signal processing and machine learning,Universite de Sherbrooke,Sherbrooke,QC
Machine Learning Engineer,Granify,Edmonton,AB
Machine Learning Team Lead,AltaML Inc./Janalta Interactive Inc.,Calgary,AB
Principal AI Architect,Birdseye,Toronto,ON
"Development Manager, Reporting and Analytics",Ceridian,Markham,ON
Data Analyst (Paid Search),Saatchi & Saatchi,Toronto,ON
Senior Financial and Data Analyst,OnPharm-United,Mississauga,ON
Data Analyst,Postmedia Network Inc.,Toronto,ON
Machine Learning Engineer,Boast.AI,Montréal,QC
Data Scientist,Larus Technologies,Ottawa,ON
"Sr. Data Scientist, Machine Learning",Deke Digital,Collingwood,ON
"Software Engineer, Machine Learning Graphic Compiler [Canada...",Tenstorrent,Toronto,ON
Head of Data Analytics,VersaPay,Toronto,ON
Post doc in signal processing and machine learning,Universite de Sherbrooke,Sherbrooke,QC
"Technical Product Owner, Artificial Intelligence",Finn.ai,Vancouver,BC
"Specialist, Web Analytics",SSENSE,Montréal,QC
Machine Learning Engineer,Granify,Edmonton,AB
Data Analyst (Paid Search),Saatchi & Saatchi,Toronto,ON
Machine Learning Team Lead,AltaML Inc./Janalta Interactive Inc.,Calgary,AB
Principal AI Architect,Birdseye,Toronto,ON
Senior Financial and Data Analyst,OnPharm-United,Mississauga,ON
"Development Manager, Reporting and Analytics",Ceridian,Markham,ON
Data Science Machine Learning PAID STUDENT INTERNSHIP,Qode Social Media Marketing,Toronto,ON
Bioinformatics Data Scientist,Galenvs Sciences Inc.,Montréal,QC
Machine Learning Engineer,Boast.AI,Montréal,QC
Data Scientist,Larus Technologies,Ottawa,ON
"Technical Product Owner, Artificial Intelligence",Finn.ai,Vancouver,BC
Digital Data Analyst,LeapUX inc.,Ottawa,ON
"Specialist, Web Analytics",SSENSE,Montréal,QC
"Software Engineer, Machine Learning Graphic Compiler [Canada...",Tenstorrent,Toronto,ON
Machine Learning Team Lead,AltaML Inc./Janalta Interactive Inc.,Calgary,AB
"Development Manager, Reporting and Analytics",Ceridian,Markham,ON
Senior Financial and Data Analyst,OnPharm-United,Mississauga,ON
Principal AI Architect,Birdseye,Toronto,ON
Post doc in signal processing and machine learning,Universite de Sherbrooke,Sherbrooke,QC
Machine Learning Engineer,Granify,Edmonton,AB
Data Analyst (Paid Search),Saatchi & Saatchi,Toronto,ON
Data Analyst,Hifyre,Hamilton,ON
Data Scientist,Larus Technologies,Ottawa,ON
Data Science Machine Learning PAID STUDENT INTERNSHIP,Qode Social Media Marketing,Toronto,ON
Data Analyst,Postmedia Network Inc.,Toronto,ON
"Software Engineer, Machine Learning Graphic Compiler [Canada...",Tenstorrent,Toronto,ON
"Specialist, Web Analytics",SSENSE,Montréal,QC
"Technical Product Owner, Artificial Intelligence",Finn.ai,Vancouver,BC
"Development Manager, Reporting and Analytics",Ceridian,Markham,ON
Digital Data Analyst,LeapUX inc.,Ottawa,ON
Machine Learning Team Lead,AltaML Inc./Janalta Interactive Inc.,Calgary,AB
Machine Learning Engineer,Granify,Edmonton,AB
Principal AI Architect,Birdseye,Toronto,ON
Post doc in signal processing and machine learning,Universite de Sherbrooke,Sherbrooke,QC
Senior Financial and Data Analyst,OnPharm-United,Mississauga,ON
Data Analyst (Paid Search),Saatchi & Saatchi,Toronto,ON
Data Analyst,Hifyre,Hamilton,ON
Data Scientist,Larus Technologies,Ottawa,ON
Data Science Machine Learning PAID STUDENT INTERNSHIP,Qode Social Media Marketing,Toronto,ON
Data Analyst,Postmedia Network Inc.,Toronto,ON
"Software Engineer, Machine Learning Graphic Compiler [Canada...",Tenstorrent,Toronto,ON
"Specialist, Web Analytics",SSENSE,Montréal,QC
"Technical Product Owner, Artificial Intelligence",Finn.ai,Vancouver,BC
"Development Manager, Reporting and Analytics",Ceridian,Markham,ON
Digital Data Analyst,LeapUX inc.,Ottawa,ON
Machine Learning Team Lead,AltaML Inc./Janalta Interactive Inc.,Calgary,AB
Machine Learning Engineer,Granify,Edmonton,AB
Principal AI Architect,Birdseye,Toronto,ON
Post doc in signal processing and machine learning,Universite de Sherbrooke,Sherbrooke,QC
Senior Financial and Data Analyst,OnPharm-United,Mississauga,ON
Data Analyst (Paid Search),Saatchi & Saatchi,Toronto,ON
"Sr. Data Scientist, Machine Learning",Deke Digital,Collingwood,ON
Data Analyst,Hifyre,Hamilton,ON
Data Scientist,Larus Technologies,Ottawa,ON
Data Science Machine Learning PAID STUDENT INTERNSHIP,Qode Social Media Marketing,Toronto,ON
"Specialist, Web Analytics",SSENSE,Montréal,QC
Data Analyst,Postmedia Network Inc.,Toronto,ON
"Technical Product Owner, Artificial Intelligence",Finn.ai,Vancouver,BC
Digital Data Analyst,LeapUX inc.,Ottawa,ON
Machine Learning Engineer,Granify,Edmonton,AB
Post doc in signal processing and machine learning,Universite de Sherbrooke,Sherbrooke,QC
Principal AI Architect,Birdseye,Toronto,ON
"Development Manager, Reporting and Analytics",Ceridian,Markham,ON
Machine Learning Team Lead,AltaML Inc./Janalta Interactive Inc.,Calgary,AB
Data Analyst (Paid Search),Saatchi & Saatchi,Toronto,ON
Senior Financial and Data Analyst,OnPharm-United,Mississauga,ON
Data Scientist,Larus Technologies,Ottawa,ON
Head of Data Analytics,VersaPay,Toronto,ON
Data Analyst,Hifyre,Hamilton,ON
Data Science Machine Learning PAID STUDENT INTERNSHIP,Qode Social Media Marketing,Toronto,ON
Data Analyst,Postmedia Network Inc.,Toronto,ON
Digital Data Analyst,LeapUX inc.,Ottawa,ON
"Technical Product Owner, Artificial Intelligence",Finn.ai,Vancouver,BC
Post doc in signal processing and machine learning,Universite de Sherbrooke,Sherbrooke,QC
Machine Learning Engineer,Granify,Edmonton,AB
Principal AI Architect,Birdseye,Toronto,ON
Data Analyst (Paid Search),Saatchi & Saatchi,Toronto,ON
"Specialist, Web Analytics",SSENSE,Montréal,QC
Machine Learning Team Lead,AltaML Inc./Janalta Interactive Inc.,Calgary,AB
"Development Manager, Reporting and Analytics",Ceridian,Markham,ON
Senior Financial and Data Analyst,OnPharm-United,Mississauga,ON
Data Scientist,Larus Technologies,Ottawa,ON
Data Analyst,Postmedia Network Inc.,Toronto,ON
Lead Machine Learning Engineer,Patriot One Technologies,Toronto,ON
"Sr. Data Scientist, Machine Learning",Deke Digital,Collingwood,ON
Digital Data Analyst,LeapUX inc.,Ottawa,ON
Head of Data Analytics,VersaPay,Toronto,ON
Post doc in signal processing and machine learning,Universite de Sherbrooke,Sherbrooke,QC
"Specialist, Web Analytics",SSENSE,Montréal,QC
Machine Learning Engineer,Granify,Edmonton,AB
Data Analyst (Paid Search),Saatchi & Saatchi,Toronto,ON
"Development Manager, Reporting and Analytics",Ceridian,Markham,ON
Principal AI Architect,Birdseye,Toronto,ON
Machine Learning Team Lead,AltaML Inc./Janalta Interactive Inc.,Calgary,AB
"Technical Product Owner, Artificial Intelligence",Finn.ai,Vancouver,BC
Senior Financial and Data Analyst,OnPharm-United,Mississauga,ON
Lead Machine Learning Engineer,Patriot One Technologies,Toronto,ON
Digital Data Analyst,LeapUX inc.,Ottawa,ON
"Sr. Data Scientist, Machine Learning",Deke Digital,Collingwood,ON
Data Analyst,Hifyre,Hamilton,ON
Data Analyst,Postmedia Network Inc.,Toronto,ON
Post doc in signal processing and machine learning,Universite de Sherbrooke,Sherbrooke,QC
Head of Data Analytics,VersaPay,Toronto,ON
Machine Learning Engineer,Granify,Edmonton,AB
"Technical Product Owner, Artificial Intelligence",Finn.ai,Vancouver,BC
"Specialist, Web Analytics",SSENSE,Montréal,QC
Data Analyst (Paid Search),Saatchi & Saatchi,Toronto,ON
Principal AI Architect,Birdseye,Toronto,ON
Machine Learning Team Lead,AltaML Inc./Janalta Interactive Inc.,Calgary,AB
"Development Manager, Reporting and Analytics",Ceridian,Markham,ON
Senior Financial and Data Analyst,OnPharm-United,Mississauga,ON
Data Analyst,Hifyre,Hamilton,ON
Data Science Machine Learning PAID STUDENT INTERNSHIP,Qode Social Media Marketing,Toronto,ON
"Sr. Data Scientist, Machine Learning",Deke Digital,Collingwood,ON
Data Analyst,Postmedia Network Inc.,Toronto,ON
"Software Engineer, Machine Learning Graphic Compiler [Canada...",Tenstorrent,Toronto,ON
Digital Data Analyst,LeapUX inc.,Ottawa,ON
Machine Learning Engineer,Granify,Edmonton,AB
Machine Learning Team Lead,AltaML Inc./Janalta Interactive Inc.,Calgary,AB
Post doc in signal processing and machine learning,Universite de Sherbrooke,Sherbrooke,QC
"Technical Product Owner, Artificial Intelligence",Finn.ai,Vancouver,BC
"Development Manager, Reporting and Analytics",Ceridian,Markham,ON
Principal AI Architect,Birdseye,Toronto,ON
"Specialist, Web Analytics",SSENSE,Montréal,QC
Senior Financial and Data Analyst,OnPharm-United,Mississauga,ON
Data Analyst (Paid Search),Saatchi & Saatchi,Toronto,ON
Data Scientist,DocuPet,Kingston,ON
Data Analyst,Hifyre,Hamilton,ON
Data Scientist,Larus Technologies,Ottawa,ON
"Sr. Data Scientist, Machine Learning",Deke Digital,Collingwood,ON
Digital Data Analyst,LeapUX inc.,Ottawa,ON
Data Analyst,Postmedia Network Inc.,Toronto,ON
Machine Learning Engineer,Granify,Edmonton,AB
Post doc in signal processing and machine learning,Universite de Sherbrooke,Sherbrooke,QC
"Technical Product Owner, Artificial Intelligence",Finn.ai,Vancouver,BC
Principal AI Architect,Birdseye,Toronto,ON
Machine Learning Team Lead,AltaML Inc./Janalta Interactive Inc.,Calgary,AB
"Specialist, Web Analytics",SSENSE,Montréal,QC
"Development Manager, Reporting and Analytics",Ceridian,Markham,ON
Data Analyst (Paid Search),Saatchi & Saatchi,Toronto,ON
Senior Financial and Data Analyst,OnPharm-United,Mississauga,ON
Data Analyst,Hifyre,Hamilton,ON
Digital Data Analyst,LeapUX inc.,Ottawa,ON
Data Science Machine Learning PAID STUDENT INTERNSHIP,Qode Social Media Marketing,Toronto,ON
"Sr. Data Scientist, Machine Learning",Deke Digital,Collingwood,ON
"Specialist, Web Analytics",SSENSE,Montréal,QC
Data Analyst,Postmedia Network Inc.,Toronto,ON
"Development Manager, Reporting and Analytics",Ceridian,Markham,ON
"Technical Product Owner, Artificial Intelligence",Finn.ai,Vancouver,BC
Data Scientist,Larus Technologies,Ottawa,ON
Machine Learning Engineer,Granify,Edmonton,AB
Post doc in signal processing and machine learning,Universite de Sherbrooke,Sherbrooke,QC
Machine Learning Team Lead,AltaML Inc./Janalta Interactive Inc.,Calgary,AB
Data Analyst (Paid Search),Saatchi & Saatchi,Toronto,ON
Principal AI Architect,Birdseye,Toronto,ON
Senior Financial and Data Analyst,OnPharm-United,Mississauga,ON
Data Analyst,Hifyre,Hamilton,ON
"Sr. Data Scientist, Machine Learning",Deke Digital,Collingwood,ON
Data Science Machine Learning PAID STUDENT INTERNSHIP,Qode Social Media Marketing,Toronto,ON
Digital Data Analyst,LeapUX inc.,Ottawa,ON
"Specialist, Web Analytics",SSENSE,Montréal,QC
Data Analyst,Postmedia Network Inc.,Toronto,ON
Data Scientist,Larus Technologies,Ottawa,ON
"Technical Product Owner, Artificial Intelligence",Finn.ai,Vancouver,BC
"Development Manager, Reporting and Analytics",Ceridian,Markham,ON
Machine Learning Engineer,Granify,Edmonton,AB
Principal AI Architect,Birdseye,Toronto,ON
Post doc in signal processing and machine learning,Universite de Sherbrooke,Sherbrooke,QC
Machine Learning Team Lead,AltaML Inc./Janalta Interactive Inc.,Calgary,AB
Data Analyst (Paid Search),Saatchi & Saatchi,Toronto,ON
Senior Financial and Data Analyst,OnPharm-United,Mississauga,ON
Machine Learning Engineer,Niricson Software Inc.,Victoria,BC
Data Scientist,Larus Technologies,Ottawa,ON
Digital Data Analyst,LeapUX inc.,Ottawa,ON
"Sr. Data Scientist, Machine Learning",Deke Digital,Collingwood,ON
Head of Data Analytics,VersaPay,Toronto,ON
"Software Engineer, Machine Learning Graphic Compiler [Canada...",Tenstorrent,Toronto,ON
Post doc in signal processing and machine learning,Universite de Sherbrooke,Sherbrooke,QC
"Technical Product Owner, Artificial Intelligence",Finn.ai,Vancouver,BC
"Specialist, Web Analytics",SSENSE,Montréal,QC
Machine Learning Engineer,Granify,Edmonton,AB
